,BARCODE,BOOKABLE,COMMENTS,COMMUNITY,CONDITION,CONDITIONDATE,COURT_TYPE,CRE_DATE,DESCRIPTION,FACILITYID,FIELD_TYPE,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIGHTING_SYSTEM,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OUTDOOR_REC_FAC_TYPE,OUTDOOR_REC_FAC_TYPE2,PARK,PARK_FACILITY_TYPE,PARK_OWNERSHIP,PRIMARY_USE,REFERENCE_NO,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,STRUCTURES_INSPECTION_ROUTE,SURFACE_TREATMENT,SURFACE_TYPE,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
10,,,Two basketball hoops with 10 foot high fences surrounding the court,Guildford,,,Games,,"Basketball Court; Guildford Heights Park, 10310 154 St",1001439314,,10310,0,20020920,0725-000000115,,South of parking lot,PARKS,,024,,20121016,"Guildford Heights Park, 10310 154 St",,PARKS,1,Courts,Guildford Heights Park,Court - Basketball/Hockey,,Basketball,1,15400,,,OPERATING,20030311111400,,,Asphalt,Y,,,,,
11,,N,,Guildford,,,Tennis,,"1 Tennis Court; Douglas Park, 15044 99A Ave",1001439315,,15044,0,,0725-000000016,,SE. Section Of Park Near 151 St,PARKS,,023,,20141113,"Douglas Park, 15044 99A Ave",,PARKS,1,Courts,Douglas Park,Court - Tennis - Regulation,,Tennis,1,09950,,,OPERATING,,,,Asphalt,Y,,,,,
12,,N,,Guildford,,,Games,,"Basketball Half Court; Bonaccord Park, 14962 98 Ave",1001439316,,14962,0,,0725-000000065,,North Side of Field,PARKS,,023,,20121016,"Bonaccord Park, 14962 98 Ave",,PARKS,1,Courts,Bonaccord Park,Court - Basketball/Hockey,,Basketball - Half,1,09800,,,OPERATING,,,,Other,Y,,,,,
13,,N,,Fleetwood,,,Games,,"Basketball Half Court #3; Maple Green Park, 8959 150 St",1001439317,,08959,0,,0725-000000085,,immediately west of Parking Lot,PARKS,,033,,20121016,"Maple Green Park, 8959 150 St",,PARKS,1,Courts,Maple Green Park,Court - Basketball/Hockey,,Basketball - Half,3,15000,,,OPERATING,,,,Other,Y,,,,,
14,,,,Newton,,,Games,20160819,"Basketball Half Court #2; Newton Athletic Park, 7395 128 St",1001887827,,07395,,20160601,1001887822,,east of parking lot 2,Parks,,050,,20160819,"Newton Athletic Park, 7395 128 St",Park,Parks,1,Courts,Newton Athletic Park,Court - Basketball/Hockey,,Basketball - Half,2,12800,,,OPERATING,,,,Asphalt,,,,,,
15,,,,Newton,,,Games,20160819,"Basketball Half Court #3; Newton Athletic Park, 7395 128 St",1001887828,,07395,,20160601,1001887827,,east of parking lot 2,Parks,,050,,20160819,"Newton Athletic Park, 7395 128 St",Park,Parks,1,Courts,Newton Athletic Park,Court - Basketball/Hockey,,Basketball - Half,3,12800,,,OPERATING,,,,Asphalt,,,,,,
16,,,,Newton,,,Games,20160819,"Basketball Half Court #4; Newton Athletic Park, 7395 128 St",1001887829,,07395,,20160601,1001887828,,east of parking lot 2,Parks,,050,,20160819,"Newton Athletic Park, 7395 128 St",Park,Parks,1,Courts,Newton Athletic Park,Court - Basketball/Hockey,,Basketball - Half,4,12800,,,OPERATING,,,,Asphalt,,,,,,
17,,,,South Surrey,,,Games,,"Basketball Court; South Surrey Athletic Park, 1925 148 St",1001439382,,01925,0,,0725-000000091,,just north of skate park and south of youth centre,Parks,,123,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,1,Courts,South Surrey Athletic Park,Court - Basketball/Hockey,,Basketball,1,14800,,,OPERATING,20010207103300,,,ASPHALT,Y,,,,,
18,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Meridian By The Sea Park, 2040 150 St",1001439383,,02040,0,,0725-000000015,,N. End Of Park,PARKS,,123,,20141113,"Meridian By The Sea Park, 2040 150 St",,PARKS,1,Courts,Meridian by the Sea Park,Court - Tennis - Regulation,,Tennis,1-1,15000,,,OPERATING,,,,Asphalt,Y,,,,,
19,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Sunnyside Park, 15455 26 Ave",1001439388,,15455,0,,0725-000000020,,Northwest Corner of Park,PARKS,,114,,20141113,"Sunnyside Park, 15455 26 Ave",,PARKS,1,Courts,Sunnyside Park,Court - Tennis - Regulation,,Tennis,1-1,02600,,,OPERATING,,,,Asphalt,Y,,,,,
20,,N,,Fleetwood,,,Games,,"Basketball Court; Evergreen Tot-Lot - VIP Site, 15112 87B Ave",1001439395,,15112,0,,0725-000000081,,NE. Corner Of Site,PARKS,,043,,20121016,"Evergreen Tot-Lot - VIP Site, 15112 87B Ave",,PARKS,1,Courts,Evergreen Tot-lot,Court - Basketball/Hockey,,Basketball,1,08770,,,OPERATING,,,,Other,Y,,,,,
21,,N,,Guildford,,,Games,,"Basketball Court; Fraser Heights Park, 10588 160 St",1001439397,,10588,0,20060301,0725-000000128,,south of rec centre,Parks,,015,,20121016,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Basketball/Hockey,,Basketball,1,16000,,,OPERATING,20061123120300,,,Asphalt,Y,,,,,
22,,N,,Guildford,,,Tennis,20091026,"4 Tennis Courts #2; Fraser Heights Park, 10588 160 St",1001439400,,10588,0,20090901,0725-000000135,Y,north of rec centre,Parks,,015,,20121016,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Tennis - Regulation,,Tennis,2-1,16000,,,OPERATING,20091015144500,,,Asphalt,Y,,,,,
23,,N,,Guildford,,,Tennis,20091026,"1 Practice Tennis Half Court & Wall #3; Fraser Heights Park, 10588 160 St",1001439404,,10588,0,20090901,0725-000000136,Y,"north of rec centre, west of tennis courts",Parks,,015,,20121016,"Fraser Heights Park, 10588 160 St",,Parks,1,Courts,Fraser Heights Park,Court - Tennis - Half,,Tennis,3-1,16000,,,OPERATING,20091026082500,,,Asphalt,Y,,,,,
24,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Morgan Creek Park, 3302 156A St",1001439393,,03302,0,20031002,0725-000000119,,NE corner of park,PARKS,,104,,20141113,"Morgan Creek Park, 3302 156A St",,PARKS,1,Courts,Morgan Creek Park,Court - Tennis - Regulation,,Tennis,1-1,15650,,,OPERATING,20031002140900,,,Asphalt,Y,,,,,
25,,N,,South Surrey,,,Volleyball,,"Volleyball Court #1; South Surrey Athletic Park, 1925 148 St",1001439398,,01925,0,20060525,0725-000000129,,"southeast corner of park, near high school, west court",Parks,,123,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,1,Courts,South Surrey Athletic Park,Court - Volleyball,,Volleyball,1,14800,,,OPERATING,20070514154500,,,Sand,Y,,,,,
26,,N,,South Surrey,,,Volleyball,,"Volleyball Court #2; South Surrey Athletic Park, 1925 148 St",1001439399,,01925,0,20060525,0725-000000130,,"southeast corner of park, near high school, east court",Parks,,123,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,1,Courts,South Surrey Athletic Park,Court - Volleyball,,Volleyball,2,14800,,,OPERATING,20070514154800,,,Sand,Y,,,,,
27,,,,Newton,,,Games,20091126,"Basketball/Hockey Court; Goldstone Park, 5850 146 St",1001439405,,05850,0,20080831,0725-000000131,,west side of park,Parks,,073,,20121016,"Goldstone Park, 5850 146 St",,Parks,1,Courts,Goldstone Park,Court - Basketball/Hockey,,Basketball,1,14600,,,OPERATING,20080805164900,,,Asphalt,Y,,,,,
28,,,,Newton,,,Tennis,20091126,"2 Tennis Courts; Goldstone Park, 5850 146 St",1001439406,,05850,0,20090131,0725-000000132,,south side of park,Parks,,073,,20121016,"Goldstone Park, 5850 146 St",,Parks,1,Courts,Goldstone Park,Court - Tennis - Regulation,,Tennis,1-1,14600,,,OPERATING,20080805165100,,,Asphalt,Y,,,,,
29,,N,,Cloverdale,,,Volleyball,20130709,"Volleyball Court; Don Christian Park, 6220 184 St",1001605850,,06220,0,,1001439362,,south of soccer fields,PARKS,,078,,20130709,"Don Christian Park, 6220 184 St",,PARKS,1,Courts,Don Christian Park,Court - Volleyball,,Volleyball,2,18400,,,OPERATING,,,,Other,Y,,,,,
30,,,,Whalley,,,Skate Park,,"Skate Park; Royal Kwantlen Park, 13035 104 Ave",1001439273,,13035,0,20020910,0725-000000113,,"south side of park, west of tennis courts",PARKS,,011,,20141112,"Royal Kwantlen Park, 13035 104 Ave",,PARKS,2,Skate Park,Royal Kwantlen Park,Skate Park,,Skateboard,1,10400,,,OPERATING,20020904134600,,,Asphalt,Y,,,,,
31,,N,,Whalley,,,Skate Park,,"Skate Park; Bear Creek Youth Park, 8400 King George Blvd",1001439274,,08400,0,20000101,0725-000000028,,Youth park - SW corner of park,PARKS,,042,,20141112,"Bear Creek Youth Park, 8400 King George Blvd",,PARKS,2,Skate Park,Bear Creek Youth Park,Skate Park,,Skateboard,1,13601,,,OPERATING,,,,Asphalt,Y,,,,,
32,,N,,South Surrey,,,Skate Park,,"Skate Park; South Surrey Athletic Park, 1925 148 St",1001439276,,01925,0,20000101,0725-000000027,,N of 20 Ave at about 146 St,PARKS,,123,,20141112,"South Surrey Athletic Park, 1925 148 St",,PARKS,2,Skate Park,South Surrey Athletic Park,Skate Park,,Skateboard,1,14800,,,OPERATING,,,,Asphalt,Y,,,,,
33,,N,,Fleetwood,,,Skate Park,,"Skate Park; Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",1001439277,,16555,0,20030802,0725-000000124,,Fraser Hwy side of site,PARKS,,045,,20141112,"Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",,PARKS,2,Skate Park,Surrey Sport & Leisure Complex Grounds,Skate Park,,Skateboard,1,00101,,,OPERATING,20040319082500,,,Asphalt,Y,,,,,
34,,N,,Guildford,,,Skate Park,,"Skate Park; Fraser Heights Park, 10588 160 St",1001439278,,10588,0,20051011,0725-000000126,,,Parks,,015,,20121016,"Fraser Heights Park, 10588 160 St",,Parks,2,Skate Park,Fraser Heights Park,Skate Park,,Skateboard,1,16000,,,OPERATING,20040319154200,,,Asphalt,Y,,,,,
35,,,,Newton,,,Volleyball,,"Planned Volleyball Court; Newton Athletic Park, 7395 128 St",1001743630,,07395,,,,,east of washroom,,,050,,20170602,"Newton Athletic Park, 7395 128 St",,,1,Courts,Newton Athletic Park,,,Volleyball,1,12800,,,OPERATING,,,,Sand,,,,,,
36,,,,Cloverdale,,,Outdoor Pool,20141114,"Outdoor Pool; Greenaway Park, 17905 60 Ave",1001797013,,17905,,,,,South side of Greenaway Park,,,077,,20141114,"Greenaway Park, 17905 60 Ave",Park,,5,Pool,Greenaway Park,Outdoor Pool,,Outdoor Pool,,06000,,,OPERATING,,,,,,,,,,
37,,,,Newton,,,Outdoor Pool,20141114,"Outdoor Pool; Unwin Park, 13313 68 Ave",1001797031,,13313,,,,,South side of Unwin Park by parking lot,,,061,,20141114,"Unwin Park, 13313 68 Ave",Park,,5,Pool,Unwin Park,Outdoor Pool,,Outdoor Pool,,06800,,,OPERATING,,,,,,,,,,
38,,,,Guildford,,,Outdoor Pool,20141114,Outdoor Pool: Hjorth Road Park; 10275 148 St,1001797035,,10275,,,,,"Hjorth Road Park, east of parking lot",,,023,,20141114,"Hjorth Road Park, 10275 148 St",Park,,5,Pool,Hjorth Road Park,Outdoor Pool,,Outdoor Pool,,14800,,,OPERATING,,,,,,,,,,
39,,,,Whalley,,,Outdoor Pool,20141114,"Outdoor Pool; Royal Kwantlen Park, 13035 104 Ave",1001797039,,13035,,,,,North side of Fire Hall,,,011,,20141114,"Royal Kwantlen Park, 13035 104 Ave",Park,,5,Pool,Royal Kwantlen Park,Outdoor Pool,,Outdoor Pool,,10400,,,OPERATING,,,,,,,,,,
40,,,,South Surrey,,,Outdoor Pool,20141114,"Outdoor Pool; Sunnyside Park, 15455 26 Ave",1001797054,,15455,,,,,South of tennis courts,,,114,,20141114,"Sunnyside Park, 15455 26 Ave",Park,,5,Pool,Sunnyside Park,Outdoor Pool,,Outdoor Pool,,02600,,,OPERATING,,,,,,,,,,
41,,,,Newton,,,Volleyball,,"Planned Volleyball Court; Newton Athletic Park, 7395 128 St",1001743629,,07395,,,,,east of washroom,,,050,,20170602,"Newton Athletic Park, 7395 128 St",,,1,Courts,Newton Athletic Park,,,Volleyball,2,12800,,,OPERATING,,,,Sand,,,,,,
42,,,,Whalley,,,Outdoor Pool,20141114,"Outdoor Pool; Bear Creek Park, 13750 88 Ave",1001797078,,13750,,,,,East side of Bear Creek Park parking lot,,,042,,20141114,"Bear Creek Park, 13750 88 Ave",Park,,5,Pool,Bear Creek Park,Outdoor Pool,,Outdoor Pool,,08800,,,OPERATING,,,,,,,,,,
43,,N,Two parts to this Bike Park: 1 - Trials area (west) 2 - Dirt jump area (east),Cloverdale,,,Bike Park,20100126,"Bike Park; Cloverdale Athletic Park, 6330 168 St",1001439280,,06330,0,20090501,0725-000000137,N,at 64 Ave entrance to site,Parks,,076,,20121016,"Cloverdale Athletic Park, 6330 168 St",,Parks,0,Bike Park,Cloverdale Athletic Park,Bike Park,,Bicycle - Dirt Jumps,2,16800,,,OPERATING,20100126155800,,,Dirt,Y,,,,,
44,,N,Three parts to this Bike Park: 1 - Trials area (north) 2 - Trials area (south) 3 - Dirt jump area (south),South Surrey,,,Bike Park,20100819,"Bike Park; South Surrey Athletic Park, 1925 148 St",1001439281,,06330,0,,0725-000000138,N,along west side of park,Parks,,076,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,0,Bike Park,South Surrey Athletic Park,Bike Park,,Bicycle - Dirt Jumps,3,16800,,,OPERATING,20100819105200,,,Dirt,Y,,,,,
45,,N,Three parts to this Bike Park: 1 - Trials area (north) 2 - Trials area (south) 3 - Dirt jump area (south),South Surrey,,,Bike Park,20100819,"Bike Park; South Surrey Athletic Park, 1925 148 St",1001439282,,06330,0,,0725-000000138,N,along west side of park,Parks,,076,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,0,Bike Park,South Surrey Athletic Park,Bike Park,,Bicycle - Trials,3,16800,,,OPERATING,20100819105200,,,Dirt,Y,,,,,
46,,N,Three parts to this Bike Park: 1 - Trials area (north) 2 - Trials area (south) 3 - Dirt jump area (south),South Surrey,,,Bike Park,20100819,"Bike Park; South Surrey Athletic Park, 1925 148 St",1001439283,,06330,0,,0725-000000138,N,along west side of park,Parks,,076,,20121016,"South Surrey Athletic Park, 1925 148 St",,Parks,0,Bike Park,South Surrey Athletic Park,Bike Park,,Bicycle - Trials,3,16800,,,OPERATING,20100819105200,,,Dirt,Y,,,,,
47,,N,Two parts to this Bike Park: 1 - Trials area (west) 2 - Dirt jump area (east),Cloverdale,,,Bike Park,20100819,"Bike Park; Cloverdale Athletic Park, 6330 168 St",1001439284,,06330,0,20090501,0725-000000137,N,at 64 Ave entrance to site,Parks,,076,,20121016,"Cloverdale Athletic Park, 6330 168 St",,Parks,0,Bike Park,Cloverdale Athletic Park,Bike Park,,Bicycle - Trials,2,16800,,,OPERATING,20100126155800,,,Dirt,Y,,,,,
48,,N,,Guildford,,,Bike Park,20110602,"Bike Park; Port Kells Park, 19340 88 Ave",1001439285,,19340,0,20060301,0725-000000142,N,south of paved parking lot,Parks,,049,,20121016,"Port Kells Park, 19340 88 Ave",,Parks,0,Bike Park,Port Kells Park,Bike Park,,Bicycle - Dirt Jumps,1,08800,,,OPERATING,20110602111400,,,Dirt,Y,,,,,
49,,N,,Whalley,,,Games,,"Basketball Court; Bear Creek Youth Park, 8400 King George Blvd",1001439324,,13750,0,,0725-000000063,,NE corner of youth park,PARKS,,042,,20121016,"Bear Creek Youth Park, 8400 King George Blvd",,PARKS,1,Courts,Bear Creek Youth Park,Court - Basketball/Hockey,,Basketball,1,08800,,,OPERATING,,,,Asphalt,Y,,,,,
50,,,,Fleetwood,,,Tennis,,"1 Practice Tennis Half Court & Wall #2; Fleetwood Park, 15802 80 Ave",1001439325,,15802,0,20010613,0725-000000101,,"1 half tennis court, immediately west of full courts",Parks,,054,,20141112,"Fleetwood Park, 15802 80 Ave",,Parks,1,Courts,Fleetwood Park,Court - Tennis - Half,,Tennis - Half,2 - lit,08000,,,OPERATING,20020613100300,,,ASPHALT,Y,,,,,
51,,,,Guildford,,,Outdoor Pool,20141114,Outdoor Pool; Port Kells Park; 19340 88 Ave,1001797062,,19340,,,,,North side of parking lot,,,049,,20170123,Port Kells Park; 19340 88 Ave,Park,,5,Pool,Port Kells Park,,,Outdoor Pool,,08800,,,OPERATING,,,,,,,,,,
52,,,,South Surrey,,,Tennis,,"2 Practice Tennis Half Courts & Wall #3; Crescent Park School Grounds, 2440 128 St",1001439369,,02440,0,,0725-000000099,,"2 half tennis courts, immediately west of full courts",Parks,,111,,20141112,"Crescent Park School Grounds, 2440 128 St",,School District #36,1,Courts,Crescent Park School Grounds,Court - Tennis - Half,,Tennis - Half,3-1,12800,,,OPERATING,20020611131100,,,ASPHALT,Y,,,,,
53,,N,,South Surrey,,,Tennis,,"2 Tennis Courts #2; Crescent Park School Grounds, 2440 128 St",1001439372,,02440,0,,0725-000000026,Y,128th Str. Entrance North of 26th Ave. - west courts,PARKS,,111,,20141112,"Crescent Park School Grounds, 2440 128 St",,School District #36,1,Courts,Crescent Park School Grounds,Court - Tennis - Regulation,,Tennis,2-2 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
54,,N,,South Surrey,,,Tennis,,"2 Tennis Courts #1; Crescent Park School Grounds, 2440 128 St",1001439374,,02440,0,,0725-000000024,Y,128th Str. Entrance-North of 26th Ave. - East courts,PARKS,,111,,20141112,"Crescent Park School Grounds, 2440 128 St",,School District #36,1,Courts,Crescent Park School Grounds,Court - Tennis - Regulation,,Tennis,1-2 - lit,12800,,,OPERATING,,,,Asphalt,Y,,,,,
55,,,,Whalley,,,,20140113,"Skate Park (Chuck Bailey); Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",1001801881,,10665,,20120101,,,South of Rec Centre,PARKS,,011,,,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",Park,PARKS,2,Skate Park,Tom Binnie Park,,,Skateboard,1,13502,,,OPERATING,,,,Asphalt,,,,,,
56,,Y,,,,,,20130605,"Track; Bear Creek Oval, 13750 88 Ave",1001598925,,13750,,19880418,,,Bear Creek Oval,,,042,,20130911,Bear Creek Park,Park,,3,Track,Bear Creek Park,,,,1,08800,,,OPERATING,,,,,,,,,,
57,,N,,Newton,,,Games,,"Basketball/Hockey Court; Parkwood Village Park, 12901 73 Ave",1001439337,,12901,0,,0725-000000073,,Near Corner Of 73 Ave & Parkwood Dr.,PARKS,,051,,20161019,"Parkwood Village Park, 12901 73 Ave",,PARKS,1,Courts,Parkwood Village Park,Court - Basketball/Hockey,,Basketball/Hockey,1,07300,,,OPERATING,,,,Other,Y,,,,,
58,,N,Colored & Painted  - Pickleball,Fleetwood,,,Tennis,,"2 Tennis Courts #1; Maple Green Park, 8959 150 St",1001439323,,08959,0,,0725-000000017,,S.E. Corner 150th Street,PARKS,,033,,20170803,"Maple Green Park, 8959 150 St",,PARKS,1,Courts,Maple Green Park,Court - Tennis - Regulation,,Tennis,1-2,15000,,,OPERATING,,,,Asphalt,Y,,,,,
59,,N,Colored & Painted  - Pickleball,Newton,,,Tennis,,"2 Tennis Courts; Sullivan Park, 6272 152 St",1001439345,,06272,0,,0725-000000019,,Adjacent to 62A Ave. Parking Lot,PARKS,,074,,20170803,"Sullivan Park, 6272 152 St",,PARKS,1,Courts,Sullivan Park,Court - Tennis - Regulation,,Tennis,1-1,15200,,,OPERATING,,,,Asphalt,Y,,,,,
60,,N,Colored & Painted  - Pickleball,South Surrey,,,Games,,"Basketball Court; 110A - Games Court, 12151 Sullivan St",1001439368,,12151,0,,0725-000000021,,Entire Site,PARKS,,110,,20170803,"110A - Games Court, 12151 Sullivan St",,PARKS,1,Courts,110A - Games Court,Court - Basketball/Hockey,,Basketball,1,02910,,,OPERATING,,,,Asphalt,Y,,,,,
61,,N,Color Coated ,Fleetwood,,,Tennis,,"2 Tennis Courts #1; Fleetwood Park, 15802 80 Ave",1001439326,,15802,0,,0725-000000012,Y,S.E. Corner of Park,PARKS,,054,,20141112,"Fleetwood Park, 15802 80 Ave",,PARKS,1,Courts,Fleetwood Park,Court - Tennis - Regulation,,Tennis,1-1 - lit,08000,,,OPERATING,,,,Asphalt,Y,,,,,
62,,N,,South Surrey,,,Games,,"Basketball/Hockey Court; Alderwood Park, 1761 Lilac Dr",1001439385,,01761,0,,0725-000000064,,West of Tennis Court,PARKS,,124,,20121016,"Alderwood Park, 1761 Lilac Dr",,PARKS,1,Courts,Alderwood Park,Court - Basketball/Hockey,,Basketball/Hockey,1,15895,,,OPERATING,,,,Other,Y,,,,,
63,,N,,South Surrey,,,Tennis,,"2 Tennis Courts; Alderwood Park, 1761 Lilac Dr",1001439386,,01761,0,,0725-000000007,,Upper West Side of Park,PARKS,,124,,20141112,"Alderwood Park, 1761 Lilac Dr",,PARKS,1,Courts,Alderwood Park,Court - Tennis - Regulation,,Tennis,1-1,15895,,,OPERATING,,,,Asphalt,Y,,,,,
64,,,,,,,,20141010,"Track; South Surrey Athletic Park, 1925 148 St",1001790182,,01925,,20051001,,,South Surrey Athletic Park Oval,,,123,,20180131,"South Surrey Athletic Park, 1925 148 St",Park,,3,Track,South Surrey Athletic Park,,,,1,14800,,,OPERATING,,,,,,,,,,
65,,,,Newton,,,Volleyball,20170609,"Volleyball Court; Strawberry Hill Park, 7676 122 St",1001935124,,07676,,20170609,1001801280,,NW of Softball 1,Parks,,050,,20170609,"Strawberry Hill Park, 7676 122 St",,Parks,1,Courts,Strawberry Hill Park,,,Volleyball,1,12200,,,OPERATING,,,,,,,,,,
66,,,Parkour Court,Cloverdale,,,,20170223,"Fitness Circuit; Hazelgrove Park, 7080 190 St",1001908364,,07080,,20160531,1001799857,,south of tennis courts,Parks,,068,,20170223,"Hazelgrove Park, 7080 190 St",Park,Parks,4,Fitness Circuit,Hazelgrove Park,,,,,19000,,,OPERATING,,,,,,,,,,
67,,N,,Newton,,,Tennis,,"2 Tennis Courts; Bob Rutledge Park, 5424 - 148 St",1001439348,,05424,0,,0725-000000023,,East of Park Entrance Gates,PARKS,,083,,20171025,"Bob Rutledge Park, 5424 - 148 St",,PARKS,1,Courts,Bob Rutledge Park,Court - Tennis - Regulation,,Tennis,1-2,14800,,,OPERATING,,,,Asphalt,Y,,,,,
68,,,,Cloverdale,,,Games,20141218,"Basketball Court; Hazelgrove Park, 7080 190 St",1001799741,,07080,,20160531,,,south of tennis courts,Parks,,068,,20160531,"Hazelgrove Park, 7080 190 St",Park,Parks,1,Courts,Hazelgrove Park,Court - Basketball/Hockey,,Basketball,2,19000,,,OPERATING,,,,,,,,,,
