,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
63,20060130,Rezone from RA to CD (B/L 120000; NCP from Garden Apartments to Institutional Residential,R062316,20121017,,,,05-0246-00,Institutional Residential,20121017,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
64,20021203, , ,,,,,01-0260-00,Park/Open Space,20160331,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
65,20100621,Amendment from Neighbourhood Commercial To Single Family Small Lots,RES.R10-1109,20130319,,,,7909-0258-00,Single Family Small Lots,20130319,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
66,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
67,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
68,, , ,,,,, ,Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
69,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
70,, , ,,,,, ,Compact Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
71,, , ,,,,, ,Garden Apartments (3-Storeys),,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
72,, , ,,,,, ,Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
73,20000529,Rezone from A-1 to RMS-2 (B/L-12000);NCP from Park/Open Space & Garden Apartments to Institutional,R00-1929,,,,,00-0083-00,Institutional Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
74,19981207,Rezone from A-1 and CD (B/L 11941) to CD (B/L 12000),R99-891,,,,,95-0156-00,Golf Couse,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
75,20180312,Amendment From Suburban 1/2 Acre Residential to Up to 4 u.p.a.,R048,20180404,4,,UPA,,Suburban 1/4 Acre Residential,20180417,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
76,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
77,, , ,,,,, ,Compact Single Family/Cluster,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
78,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
79,19980720,"Rezone from A-1 to RF, RM-15, C-5 & CD (B/L-12000);  TH Dev; 3,100 m² Neighbourhood COM; 10 Compact Village Lots & 3,815m² Care Facility",R00-1827,,,,,96-0164-00,Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
80,, , ,,,,, ,Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
81,, , ,,,,, ,Clustering at Single Family Density,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
82,20180312,Amendment From Suburban 1/2 Acre Residential to Up to 4 u.p.a.,R048,20180404,4,,UPA,,Suburban 1/4 Acre Residential,20180417,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
83,, , ,,,,, ,Single Family Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
84,20060130,Rezone from RA to CD (B/L 120000; NCP from Garden Apartments to Institutional Residential,R062316,20121017,,,,05-0246-00,Institutional Residential,20121017,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
85,19980720,"Rezone from A-1 to RF, RM-15, C-5 & CD (B/L-12000);  TH Dev; 3,100 m² Neighbourhood COM; 10 Compact Village Lots & 3,815m² Care Facility",R00-1827,,,,, ,Neighbourhood Commercial,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
86,, , ,,,,, ,Townhouses,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
87,, , ,,,,, ,Townhouses,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
88,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
89,, , ,,,,, ,Townhouses,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
90,, , ,,,,, ,Suburban 1/2 Acre Residential,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
91,, , ,,,,, ,Park/Open Space,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
92,20031006,Rezone from A-1 to CD (B/L-12000); NCP from Townhouse to Clustering at Single Family Density,R04-843,,,,,03-0087-00,Clustering at Single Family Density,,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
93,20170315,Amended From Suburban 1 Acre Residential to Suburban 1/2 Acre Residential, ,20170320,,,,7915-0313-00,Suburban 1/2 Acre Residential,20170320,Rosemary Heights Central,Approved,Neighbourhood Concept Plan,1996
