,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
62,20171023,Amend From Townhouse (15 u.p.a.) to Townhouse (20 u.p.a.), ,20130911,20,,UPA,7916-0095-00,Townhouse (20 u.p.a.),20171212,Douglas,Approved,Neighbourhood Concept Plan,1999
63,, , ,20130911,15,,UPA, ,Townhouse (15 u.p.a.),20130508,Douglas,Approved,Neighbourhood Concept Plan,1999
64,, , ,,,,, ,Open Space,20120308,Douglas,Approved,Neighbourhood Concept Plan,1999
65,, , ,,10,,UPA, ,Small Lot Single Family (10 u.p.a.),20170222,Douglas,Approved,Neighbourhood Concept Plan,1999
66,20110207," 7906-0001-00 (Kamitakahara, Heather)",RES.R11-257,,,,,7906-0001-00,Open Space,20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
67,, , ,20180308,10,,UPA, ,Small Lot Single Family (10 u.p.a.),20180308,Douglas,Approved,Neighbourhood Concept Plan,1999
68,, , ,,10,,UPA, ,Small Lot Single Family (10 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
69,, , ,,,,, ,Special Paving Areas,,Douglas,Approved,Neighbourhood Concept Plan,1999
70,, , ,,,,, ,Open Space,20130318,Douglas,Approved,Neighbourhood Concept Plan,1999
71,20110124,From Urban Single Family (6 upa) to Single Family Residnetial Flex (6-14.5 aup),R11-167,,14.5,6,UPA, ,Single Family Flex (6-14.5 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
72,20110207," 7906-0001-00 (Kamitakahara, Heather)",RES.R11-257,,6,,UPA,7906-0001-00,Urban Single Family (6 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
73,20070626,From Suburban to Urban Single Family (6upa),R07-1974,,6,,UPA,7906-0098-00,Urban Single Family (6 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
74,,,,20110913,2,,UPA,,Suburban 1/2 Acre (2 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
75,20110728,7910-0182-00 Helen Popple,RES.R11-1480,20110913,2,,UPA,7910-0182-00,Suburban 1/2 Acre (2 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
76,20150629,Amended From Townhouse (15 u.p.a.) to Open Space, ,20150710,,,,7913-0268-00,Open Space,20150710,Douglas,Approved,Neighbourhood Concept Plan,1999
77,20150629,Amended from Townhouse (15 u.p.a.) to Townhouse (30 u.p.a.), ,,30,,UPA,7913-0268-00,Townhouse (30 u.p.a.),20150710,Douglas,Approved,Neighbourhood Concept Plan,1999
78,, , ,20150710,15,,UPA, ,Townhouse (15 u.p.a.),20120308,Douglas,Approved,Neighbourhood Concept Plan,1999
79,, , ,20120308,6,,UPA, ,Urban Single Family (6 u.p.a.),20180308,Douglas,Approved,Neighbourhood Concept Plan,1999
80,20110207," 7906-0001-00 (Kamitakahara, Heather)",RES.R11-257,,30,,UPA,7906-0001-00,Townhouse (30 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
81,, , ,20170222,,,, ,Open Space,20170222,Douglas,Approved,Neighbourhood Concept Plan,1999
82,, , ,,,,, ,Open Space,,Douglas,Approved,Neighbourhood Concept Plan,1999
83,,,,,14.5,6,UPA,,Single Family Flex (6-14.5 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
84,20171002,Amendment FromUrban Single Family (6 u.p.a.) to Single Family Flex (6-14.5 u.p.a.),R17-1704,20171212,14.5,6,UPA,7915-0262-00,Single Family Flex (6-14.5 u.p.a.),20171212,Douglas,Approved,Neighbourhood Concept Plan,1999
85,,,,,14.5,6,UPA,,Single Family Flex (6-14.5 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
86,20110728,7910-0182-00 Helen Popple,RES.R11-1480,,14.5,6,UPA,7910-0182-00,Single Family Flex (6-14.5 u.p.a.),20130318,Douglas,Approved,Neighbourhood Concept Plan,1999
87,20110207," 7906-0001-00 (Kamitakahara, Heather)",RES.R11-257,,2,,UPA,7906-0001-00,Suburban 1/2 Acre (2 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
88,,,,,2,,UPA,,Suburban 1/2 Acre (2 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
89,, , ,,15,,UPA, ,Townhouse (15 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
90,, , ,,15,,UPA, ,Townhouse (15 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
91,20110207,"7910-0003-00 (Kamitakahara, Heather)",RES.R11-252,,,,,7910-0003-00,Open Space,20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
92,, , ,,6,,UPA, ,Urban Single Family (6 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
93,, , ,,,,, ,Open Space,20150710,Douglas,Approved,Neighbourhood Concept Plan,1999
94,, , ,20120322,2,,UPA, ,Suburban 1/2 Acre (2 u.p.a.),20120308,Douglas,Approved,Neighbourhood Concept Plan,1999
95,20121107,Amended from Urban Single Family (6upa) to Single Family Residential Flex (6-14.5 upa)   7911-0098-00 Heather Kamitakahara,RES.R11-1889,,14.5,6,UPA,7911-0098-00,Single Family Flex (6-14.5 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
96,, , ,,,,, ,Open Space,,Douglas,Approved,Neighbourhood Concept Plan,1999
97,, , ,,,,, ,Commercial/Residential,,Douglas,Approved,Neighbourhood Concept Plan,1999
98,,,,,14.5,6,UPA,,Single Family Flex (6-14.5 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
99,, , ,,,,, ,Special Paving Areas,,Douglas,Approved,Neighbourhood Concept Plan,1999
100,20121212,Amended to Single Family Residential Flex 6-14.5upa   7910-0146-00   Helen Popple,RES.R11-2148,,14.5,6,UPA,7910-0146-00,Single Family Flex (6-14.5 u.p.a.),20121218,Douglas,Approved,Neighbourhood Concept Plan,1999
101,, , ,,,,, ,Open Space,20130318,Douglas,Approved,Neighbourhood Concept Plan,1999
102,20120312,Amendment from Suburban 1/2 Acre (2 u.p.a.) to Single Family Flex (6-14.5 u.p.a.)   7910-0292-00 Heather Kamitakahara,RES.R12-543,20130318,14.5,6,UPA,7910-0292-00,Single Family Flex (6-14.5 u.p.a.),20130318,Douglas,Approved,Neighbourhood Concept Plan,1999
103,,,,20110913,6,,UPA,,Urban Single Family (6 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
104,,,,,2,,UPA,,Suburban 1/2 Acre (2 u.p.a.),20110913,Douglas,Approved,Neighbourhood Concept Plan,1999
105,20130506,Amendment from Townhouse (15 u.p.a.) to Townhouse (30 u.p.a.), ,20130508,30,,UPA,7912-0055-00,Townhouse (30 u.p.a.),20130508,Douglas,Approved,Neighbourhood Concept Plan,1999
106,, , ,,15,,UPA, ,Townhouse (15 u.p.a.),20170222,Douglas,Approved,Neighbourhood Concept Plan,1999
107,,,,,14.5,6,UPA,,Single Family Flex (6-14.5 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
108,, , ,,6,,UPA, ,Urban Single Family (6 u.p.a.),,Douglas,Approved,Neighbourhood Concept Plan,1999
109,, , ,,,,, ,Special Paving Areas,,Douglas,Approved,Neighbourhood Concept Plan,1999
110,,,,,14.5,6,UPA,,Single Family Flex (6-14.5 u.p.a.),20110913,Douglas,Approved,Neighbourhood Concept Plan,1999
