,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,FACILITYID,GRASS_CUTTING_ROUTE,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,IRRIGATED,LEGACYID,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_NAME,PARK_OWNERSHIP,PASSIVE_TURF_TYPE,REFERENCE_NO,ROAD_CODE,SERIAL_NO,SERVICE_CLASSIFICATION,SERVICE_LEVEL,STATUS,STATUS_DATE,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WITHIN_DETENTION_POND,WITHIN_UTILITY_ROW,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
25,,,,,20130716,"Passive Grass - Groomed; Green Timbers Park, 14255 96 Ave",1001606553,,14255,,20130101,,,Infront of Nature Centre,Parks,,022,,20130716,"Green Timbers Park, 14255 96 Ave",Park,Parks,Green Timbers Park,,Groomed,022-07,09600,,,,OPERATING,,,,,,,,
26,,,,,,"Passive Grass - Groomed; Hazelgrove Park, 7080 190 St",1001440823,,07080,0,20100218,,0703-000001406,along gas ROW at 7085 192 St and cul-de-sac at 7102 191 St ,Parks,,068,,20180206,"Hazelgrove Park, 7080 190 St",Park,Parks,,,Groomed,068-03,19000,,,,OPERATING,20100218145100,,,,,,,
27,,,,,,"Passive Grass - Groomed; Alderwood Park, 1761 - Lilac Dr",1001440297,,01761,0,,,0703-000000661,throughout site,Parks,,124,,20171207,"Alderwood Park, 1761 Lilac Dr",Park,Parks,,,Groomed,124-05,15895,,,,OPERATING,,,,,,,,
28,,,,,,"Passive Grass - Background; British Manor Park, 8022 146 St",1001440774,,08022,0,20070503,N,0703-000001363,along path from 80a & 146 St,Parks,,043,,20160115,"British Manor Park, 8022 146 St",Park,Parks,,,Background,043-15,14600,,,,OPERATING,20070711111600,,,,,,,
29,,,,,,"Passive Grass - Groomed; Southmere Village Park, 1701 - Martin Dr",1001440299,,01701,0,,,0703-000000783,south portion of site,PARKS,,123,,20171207,"Southmere Village Park, 1701 Martin Dr",Park,PARKS,,,Groomed,123-16,15083,,,,OPERATING,,,,,,,,
30,,,,,,"Passive Grass - Groomed; Kiyo Park, 9050 140 St",1001440618,,09050,0,20050401,,0703-000000844,throughout west portion of site,Parks,,032,,20130719,"Kiyo Park, 9050 140 St",Park,Parks,,,Groomed,032-04,14000,,,,OPERATING,20060127102500,,,,,,,
31,,,,,,"Passive Grass - Groomed; Dominion Park, 8225 - 134 St",1001440593,,08225,0,,,0703-000000115,Throughout Park,PARKS,,041,,20130719,"Dominion Park, 8225 134 St",Park,PARKS,,,Groomed,041-01,13400,,,,OPERATING,,,,,,,,
32,,,,,,"Passive Grass - Groomed; John Tompson Park, 14324 Hawkstream Dr",1001440303,,14324,0,,,0703-000001000,at 7910 Redtail Place edge of site,Parks,,052,,20130719,"John Tompson Park, 14324 Hawkstream Dr",Park,Parks,,,Groomed,052-04,08013,,,,OPERATING,20041013135400,,,,,,,
33,,,,,20140704,"Passive Grass - Groomed; 68H - Neighbourhood Park,6901 188 St",1001580757,,06901,,20140704,,,along southern edge of school,Parks,,068,,,"68H - Neighbourhood Park,6901 188 St",Park,Parks,68H - Neighbourhood Park,,Groomed,068-05,18800,,,,OPERATING,,,,,,,,
34,,,,,,"Passive Grass - Background; Bear Creek Park, 13750 88 Ave",1001440741,,13750,0,,,0703-000000746,throughout site,Parks,,042,,20160115,"Bear Creek Park, 13750 88 Ave",Park,Parks,,,Background,042-07,08800,,,,OPERATING,20060504082200,,,,,,,
35,,,,,,"Passive Grass - Groomed; Southmere Village Park, 1701 - Martin Dr",1001440298,,01701,0,,,0703-000000076,north portion of park,PARKS,,123,,20171207,"Southmere Village Park, 1701 Martin Dr",Park,PARKS,,,Groomed,123-17,15083,,,,OPERATING,,,,,,,,
36,,,,,,"Passive Grass - Groomed; Semiahmoo Trail - 123E, 15138 20 Ave",1001440300,,15138,0,,,0703-000000022,along walkway,PARKS,,123,,20171207,"Semiahmoo Trail - 123E, 15138 20 Ave",Park,PARKS,,,Groomed,123-11,02000,,,,OPERATING,,,,,,,,
37,,,,,,"Passive Grass - Groomed; 75A - Greenbelt, 16477 60 Ave",1001440839,,16477,0,20080207,,0703-000001417,throughout site,Parks,,075,,20171208,"75A - Greenbelt, 16477 60 Ave",Park,Parks,,,Groomed,075-13,06000,,,,OPERATING,20100325154400,,,,,,,
38,,,,,,"Passive Grass; City Hall North Annex - Formerly BHU, 14255-56th Avenue",1001440427,,14255,0,,,0703-000001013,"In the park, grass ref # 1",Realty,,072,,20180507,"City Hall North Annex - Formerly BHU, 14255 56 Ave",Land,Realty,,,Well Groomed,072-11,05600,,,,OPERATING,20050929133100,,,,,,,
39,,,,,,"Passive Grass - Well Groomed; RCMP Headquarters Grounds, 14355 57 Ave",1001440428,,14355,0,,,0703-000001011,"In the park, grass ref # 1",RCMP,,072,,20180507,"RCMP Headquarters Grounds, 14355 57 Ave",Land,RCMP,,,Well Groomed,072-08,05700,,,,OPERATING,20050929111200,,,,,,,
40,,,,,,"Passive Grass - Groomed; 71N - Greenbelt, 6120 - 129A St",1001440268,,06120,0,,,0703-000000502,throughout site,PARKS,,071,,20171208,"71N - Greenbelt, 6120 129A St",Park,PARKS,,,Groomed,071-04,12950,,,,OPERATING,,,,,,,,
41,,,,,,"Passive Grass - Groomed; Kettle Crescent Park, 15434 Kildare Dr",1001440279,,15434,0,20030519,,0703-000000977,along walkway,Parks,,074,,20171208,"Kettle Crescent Park, 15434 Kildare Dr",Park,Parks,,,Groomed,074-03,05975,,,,OPERATING,20040322125100,,,,,,,
42,,,,,,"Passive Grass - Moderate; 31H - Utility ROW, 8985 Queen Mary Blvd",1001440812,,08985,0,,,0703-000000827,between 8989 and 8993 Queen Mary Blvd,Parks,,031,,20160920,"31H - Utility ROW, 8985 Queen Mary Blvd",Park,Parks,,,Moderate,031-10,13040,,,,OPERATING,,,,,,,,
43,,,,,,"Passive Grass - Groomed; Wildwood Park, 13419 - 62 Ave",1001440271,,13419,0,,,0703-000000168,throughout site,PARKS,,071,,20171208,"Wildwood Park, 13419 62 Ave",Park,PARKS,,,Groomed,071-09,06200,,,,OPERATING,,,,,,,,
44,,,,,,"Passive Grass - Groomed; 70J - Utility ROW, 12643 60a Ave",1001440272,,12643,0,,,0703-000001018,walkway under hydro easement,PARKS,,070,,20171208,"70J - Utility ROW, 12643 60a Ave",Park,PARKS,,,Groomed,070-09,06050,,,,OPERATING,20050930125800,,,,,,,
45,,,,,,"Passive Grass - Groomed; Arbutus Park - 62B, 7055 - 141 St",1001440274,,07055,0,,,0703-000000080,throughout site,PARKS,,062,,20171208,"Arbutus Park - 62B, 7055 141 St",Park,PARKS,,,Groomed,062-21,14100,,,,OPERATING,,,,,,,,
46,,,,,,"Passive Grass - Groomed; 63A - Neighbourhood Park, 14929 67 Ave",1001440275,,14929,0,,,0703-000001147,"east walkway at 6723 150 St, and along 67 Ave and 67a Ave blvds",Parks,,063,,20171208,"63A - Neighbourhood Park, 14929 67 Ave",Park,Parks,,,Groomed,063-05,06700,,,,OPERATING,20010730160300,,,,,,,
47,,,,,,"Passive Grass - Groomed; 63B - Greenbelt, 6726 150 St",1001440276,,06726,0,,,0703-000001299,along walkway,Parks,,063,,20171208,"63B - Greenbelt, 6726 150 St",Park,Parks,,,Groomed,063-06,15000,,,,OPERATING,20041102150500,,,,,,,
48,,,,,,"Passive Grass - Groomed; Heritage Woods Park, 13468 - 63 Ave",1001440363,,13468,0,,,0703-000000088,throughout site,PARKS,,071,,20171208,"Heritage Woods Park, 13468 63 Ave",Park,PARKS,,,Groomed,071-08,06300,,,,OPERATING,,,,,,,,
49,,,,,,"Passive Grass - Groomed; 63C - Greenbelt, 6724 150A St",1001440277,,06724,0,,,0703-000001300,along walkway,Parks,,063,,20171208,"63C - Greenbelt, 6724 150A St",Park,Parks,,,Groomed,063-07,15050,,,,OPERATING,20041102150600,,,,,,,
50,,,,,,"Passive Grass - Groomed; Newton Reservoir Park, 6275 128 St",1001440364,,06275,0,20020710,,0703-000001265,edges of site and walkways,Parks,,070,,20171208,"Newton Reservoir Park, 6275 128 St",Park,Parks,,,Groomed,070-08,12800,,,,OPERATING,20021029142800,,,,,,,
51,,,,,,"Passive Grass - Groomed; Sullivan Elementary School Park, 15285 Kildare Dr",1001440278,,15285,0,,,0703-000000196,blvd at 15200 blk of Kildare Dr,PARKS,,074,,20171208,"Sullivan Elementary School Park, 15285 Kildare Dr",Park,PARKS,,,Groomed,074-02,05975,,,,OPERATING,,,,,,,,
52,,,,,,"Passive Grass - Well Groomed; Cloverdale Recreation Centre Grounds, 6188 176 St",1001440879,,06188,0,,,0703-000001442,throughout site,Parks,,077,,20180220,"Cloverdale Recreation Centre Grounds, 6188 176 St",Land,Parks,,,Well Groomed,077-18,17600,,,,OPERATING,20111124134500,,,,,,,
53,,,,,20170809,"Passive Grass - Groomed; Multi-Use Pathway, 154 St - 108 Ave to 110 Ave",1001942837,,11000,,20170809,,,along multi-use pathway,Parks,,014,,20170809,"Median, 154 St - 108 Ave to 110 Ave",Park,Parks,,,Groomed,014-08,15400,,,,OPERATING,,,,,,,,
54,,,,,20170405,"Passive Grass - Moderate; 115M - Greenbelt, 16434 32 Ave",1001925872,,16434,,,,,throughout site,Parks,,115,,20170405,"115M - Greenbelt, 16434 32 Ave",Land,Parks,115M - Greenbelt,,Moderate,115-02,03200,,,,OPERATING,,,,,,,,
55,,,,,20170725,"Passive Grass - Industrial; 50B - Utility ROW (Newton Dog-Off-Leash Park), 12586 80 Ave",1001941427,,12586,0,,,1001440731,throughout site between paths and natural areas,PARKS,,050,,20171214,"50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",Park,PARKS,,,Industrial,050-18,08000,,,,OPERATING,20060424143900,,,,,,,
56,,,,,20170525,Passive Grass - Groomed; Oak Meadows Park; 16271 22 Ave,1001932442,,16271,,20170524,,,throughout park,Parks,,125,,20170823,Oak Meadows Park; 16271 22 Ave,Park,Parks,Oak Meadows Park,,Groomed,125-01,02200,,,,OPERATING,,,,,,,,
57,,,,,,Passive Grass - Industrial; Oak Meadows Park; 16271 22 Ave,1001941884,,16271,,20170727,,,throughout Park,Parks,,125,,20170823,Oak Meadows Park; 16271 22 Ave,Park,Parks,Oak Meadows Park,,Industrial,125-02,02200,,,,OPERATING,,,,,,,,
58,,,,,20170829,"Passive Grass - Groomed; Guildford Heights Park, 10310 154 St",1001944528,,10310,,20170829,,,along P1 to 156 St,Parks,,024,,20170829,"Guildford Heights Park, 10310 154 St",Park,Parks,,,Groomed,024-14,15400,,,,OPERATING,,,,,,,,
59,,,,,,"Passive Grass - Groomed; Fraser View Park, 11210 159A St",1001440520,,11210,0,,,0703-000001346,at 11210 159a St portion of site,PARKS,,005,,,"Fraser View Park, 11210 159A St",Park,PARKS,,,Groomed,005-02,15950,,,,OPERATING,20060118133900,,,,,,,
60,,,,,,"Passive Grass - Groomed; West Fraser Heights Park, 10701 158 St",1001440521,,10701,0,,,0703-000001001,along 158 St,Parks,,014,,,"West Fraser Heights Park, 10701 158 St",Park,Parks,,,Groomed,014-01,15800,,,,OPERATING,20041013142100,,,,,,,
61,,,,,,"Passive Grass - Groomed; Northview Park, 11149 - 156 St",1001440522,,11149,0,,,0703-000000116,along blvds and around playground,PARKS,,014,,,"Northview Park, 11149 156 St",Park,PARKS,,,Groomed,014-02,15600,,,,OPERATING,,,,,,,,
62,,,,,20170911,"Passive Grass; 73J - Greenbelt, 14474 61a Ave",1001946431,,14474,0,,,1001946430,Along west side of park along P1 near 61A Ave entrance,Parks,,073,,20170911,"73J - Greenbelt, 14474 61a Ave",Park,Parks,73J - Greenbelt,,Groomed,073-03,06150,,,,OPERATING,20090915141600,,,,,,,
63,,,,,,"Passive Grass - Well Groomed; Port Kells Library Grounds, 18885 88 Ave",1001440754,,18885,0,19930213,,0703-000000913,around library,Parks,,038,,20170106,"Port Kells Library Grounds, 18885 88 Ave",Land,Parks,,,Well Groomed,038-01,08800,,,,OPERATING,20020123083600,,,,,,,
64,,,,,,"Passive Grass - Well Groomed; Francis Park, 15951 83 Ave",1001440769,,15951,0,20010213,,0703-000000910,throughout Senior's Wellness Park,Parks,,044,,20160930,"Francis Park, 15951 83 Ave",Land,Parks,,,Well Groomed,044-11,08300,,,,OPERATING,20020123083200,,,,,,,
65,,,,,,"Passive Grass - Well Groomed; AHP Matthew Park, 9762 132 St",1001440752,,09762,0,,,0703-000000092,throughout site,PARKS,,021,,,"A.H.P. Matthew Park, 9762 132 St",Park,PARKS,,,Well Groomed,021-04,13200,,,,OPERATING,,,,,,,,
66,,,,,,"Passive Grass - Well Groomed; Port Kells Community Hall Grounds, 18918 88 Ave",1001440753,,18918,0,,,0703-000000514,Perimeter of Community Hall,PARKS,,048,,,"Port Kells Community Hall Grounds, 18918 88 Ave",Land,PARKS,,,Well Groomed,048-01,08800,,,,OPERATING,,,,,,,,
67,,,,,,"Passive Grass - Groomed; 123G - Greenbelt - VIP Site, 1788 - 148A St",1001440248,,01788,0,,,0703-000000471,throughout S portion of site,PARKS,,123,,20171207,"123G - Greenbelt - VIP Site, 1788 148A St",Park,PARKS,,,Groomed,123-13,14850,,,,OPERATING,,,,,,,,
68,,,,,,"Passive Grass - Groomed; Redwood Park, 17900 - 20 Ave",1001440231,,17900,0,,,0703-000001319,southern portion of playground area and southwest area,PARKS,,127,,20171207,"Redwood Park, 17900 20 Ave",Park,PARKS,,,Groomed,127-01,02000,,,,OPERATING,20060113081400,,,,,,,
69,,,,,,"Passive Grass - Groomed; Semiahmoo Trail - 113B, 2570 149 St",1001440247,,02570,0,,,0703-000000021,at 2552 149 St edge of site,PARKS,,113,,20171207,"Semiahmoo Trail - 113B, 2570 149 St",Park,PARKS,,,Groomed,113-02,14900,,,,OPERATING,,,,,,,,
70,,,,,,"Passive Grass - Groomed; 68K - Greenbelt, 18826 68 Ave",1001440871,,18826,0,20110714,,0703-000001438,throughout site,Parks,,068,,20171208,"68K - Greenbelt, 18826 68 Ave",Park,Parks,,,Groomed,068-17,06800,,,,OPERATING,20110715140800,,,,,,,
71,,,,,,"Passive Grass - Groomed; 69H - Greenbelt, 19494 65 Ave",1001440872,,19494,0,20110714,,0703-000001439,throughout west portion of site,Parks,,069,,20171208,"69H - Greenbelt, 19494 65 Ave",Park,Parks,,,Groomed,069-14,06500,,,,OPERATING,20110715151200,,,,,,,
72,,,,,,"Passive Grass - Groomed; 69J - Greenbelt, 6933 195a St",1001440873,,06933,0,20110714,,0703-000001440,throughout site,Parks,,069,,20171208,"69J - Greenbelt, 6933 195a St",Park,Parks,,,Groomed,069-13,19550,,,,OPERATING,20110718092300,,,,,,,
73,,,,,,"Passive Grass - Groomed; 69E - Linear Park, 7043 194b St",1001440880,,07043,0,,,0703-000001443,throughout site,Parks,,069,,20171208,"69E - Linear Park, 7043 194b St",Park,Parks,,,Groomed,069-09,19470,,,,OPERATING,20120111130000,,,,,,,
74,,,,,,"Passive Grass - Groomed; Sunrise Ridge Park, 18725 58 Ave",1001440881,,18725,0,,,0703-000001444,at 187a St cul-de-sac end,PARKS,,078,,20171208,"Sunrise Ridge Park, 18725 58 Ave",Park,PARKS,,,Groomed,078-16,05800,,,,OPERATING,20120111132900,,,,,,,
75,,,,,,"Passive Grass - Groomed; 69C - Neighbourhood Park, 6650 195 St",1001440848,,06650,0,20091001,,0703-000001420,throughout site,Parks,,069,,20171208,"69C - Neighbourhood Park, 6650 195 St",Park,Parks,,,Groomed,069-12,19500,,,,OPERATING,20100715154600,,,,,,,
76,,,,,,"Passive Grass - Groomed; 26B - Greenbelt, 10093 172 St",1001440777,,10093,0,20071113,N,0703-000001366,along path,Parks,,026,,20170501,"26B - Greenbelt, 10093 172 St",Park,Parks,,,Groomed,026-04,17200,,,,OPERATING,20071114082300,,,,N,N,,
77,,,,,20130808,"Passive Grass - Groomed; Antrim Triangle, 13952 110 Ave",1001608313,,13952,,20130725,,,entire site,Parks,,012,,20130808,"Antrim Triangle, 13952 110 Ave",Park,Parks,Antrim Triangle,,Groomed,012-08,11000,,,,OPERATING,,,,,,,,
78,,,,,,"Passive Grass - Well Groomed; Holland Park, 13428 Old Yale Road",1001440771,,13428,0,20051001,,0703-000001361,Throughout park,Parks,,021,,20170201,"Holland Park, 13428 Old Yale Road",Park,Parks,,,Well Groomed,021-06,80103,,,,OPERATING,20070528102900,,,,,,,
79,,,,,,"Passive Grass - Well Groomed; Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",1001440834,,16555,0,,,0703-000000213,throughout site,Parks,,045,,20130808,"Surrey Sport & Leisure Complex Grounds, 16555 Fraser Hwy",Land,Parks,,,Well Groomed,045-09,00101,,,,OPERATING,20050921085500,,,,,,,
80,,,,,,"Passive Grass - Groomed; 68J - Greenbelt, 18840 68a Ave",1001440850,,18840,0,20100201,,0703-000001423,throughout site,Parks,,068,,20171208,"68J - Greenbelt, 18840 68a Ave",Park,Parks,,,Groomed,068-14,06850,,,,OPERATING,20100812161900,,,,,,,
81,,,,,,"Passive Grass - Groomed; Chantrell Park, 2254 Chantrell Park Dr",1001440495,,02254,0,19990519,,0703-000001347,throughout site,Parks,,122,,20171206,"Chantrell Park, 2254 Chantrell Park Dr",Park,Parks,,,Groomed,122-17,13705,,,,OPERATING,20060126140000,,,,,,,
82,,,,,,Passive Grass - Groomed; Bolivar Park. 13591 Crestview Dr,1001440456,,13591,0,19990828,,0703-000001101,@ 136 St & Crestview Dr entrance to park and @ 114 Ave area around playground,Parks,,001,,20130904,"Bolivar Park, 13591 Crestview Dr",Park,Parks,,,Groomed,001-01,11345,,,,OPERATING,20000828123000,,,,,,,
83,,,,,,"Passive Grass - Well Groomed; Sullivan Heights Park, 6322 144 St",1001440844,,06322,0,20050101,,0703-000000006,throughout site around sportsfields,PARKS,,073,,20171206,"Sullivan Heights Park, 6322 144 St",Park,PARKS,,,Well Groomed,073-05,14400,,,,OPERATING,20060720170900,,,,,,,
84,,,,,,"Passive Grass - Moderate; 32Q - Greenbelt, 14340 90 Ave",1001440583,,14340,0,,,0703-000000833,Along 89A Ave Edge Of Site,PARKS,,032,,20130918,"32Q - Greenbelt, 14340 90 Ave",Park,PARKS,,,Moderate,032-15,09000,,,,OPERATING,,,,,,,,
85,,,,,,"Passive Grass - Moderate; 32L - Greenbelt, 8857 - 143A St",1001440670,,08857,0,,,0703-000000869,Along blvd at corner of 89a Ave and 143a St,PARKS,,032,,20130918,"32L - Greenbelt, 8857 143a St",Park,PARKS,,,Moderate,032-14,14350,,,,OPERATING,,,,,,,,
86,,,,,,"Passive Grass - Groomed; 111G - Greenbelt, 12911 Crescent Rd",1001440861,,12911,0,20101001,,0703-000001431,from entrance and along east side of park to viewpoint,Parks,,111,,20171206,"111G - Greenbelt, 12911 Crescent Rd",Park,Parks,,,Groomed,111-08,80403,,,,OPERATING,20110107125200,,,,,,,
87,,,,,,"Passive Grass - Groomed; 33F - Tot-Lot, 14506 89 Ave",1001440620,,14506,0,,,0703-000000850,entire site,Parks,,033,,20160920,"33F - Tot-Lot, 14506 89 Ave",Park,Parks,,,Groomed,033-07,08900,,,,OPERATING,20060127103400,,,,,,,
